Student_ID,Interest,Primary_Skill,Coding_Score,Math_Score,Communication_Score,Projects_Count,Certifications_Count,GitHub_Score,Personality_Type,Career
772,Cybersecurity,Java,87,58,71,7,0,57,Technical,Security Analyst
773,Software Development,SQL,59,60,50,2,4,45,Analytical,Software Engineer
774,Cloud Computing,Networking,65,79,100,0,4,48,Technical,DevOps Engineer
775,Cloud Computing,SQL,51,88,74,1,4,89,Analytical,Cloud Engineer
776,Web Development,Linux,52,83,83,6,1,97,Analytical,Backend Developer
777,Cloud Computing,SQL,76,73,98,1,3,99,Creative,Cloud Engineer
778,Data Science,HTML/CSS,82,75,80,3,1,94,Analytical,Data Scientist
779,Data Science,Java,71,100,61,3,1,70,Creative,Data Scientist
780,Cloud Computing,SQL,77,86,59,7,1,97,Creative,Cloud Engineer
781,Data Science,Python,94,93,100,9,0,63,Creative,Data Scientist
782,Software Development,Java,55,92,58,2,0,98,Analytical,Software Engineer
783,Data Science,SQL,61,100,97,6,0,85,Technical,Data Scientist
784,Cybersecurity,Python,97,97,75,10,4,72,Technical,Security Analyst
785,Data Science,Java,80,100,57,1,4,73,Technical,Data Scientist
786,AI,Networking,72,86,71,10,0,64,Creative,Software Engineer
787,Data Science,HTML/CSS,70,98,93,1,5,41,Analytical,Data Analyst
788,Cybersecurity,Networking,59,62,61,6,0,63,Technical,Security Analyst
789,AI,Linux,66,54,54,8,2,57,Analytical,Software Engineer
790,Data Science,Linux,74,99,54,6,5,92,Technical,Data Scientist
791,AI,Linux,77,99,77,4,4,41,Technical,Software Engineer
792,AI,Java,92,51,53,4,5,74,Technical,Software Engineer
793,Cloud Computing,HTML/CSS,63,73,90,7,5,59,Technical,Cloud Engineer
794,Web Development,Python,98,89,83,3,4,42,Analytical,Frontend Developer
795,Data Science,Python,51,51,72,8,0,93,Creative,Data Analyst
796,Web Development,Python,66,76,94,5,3,50,Analytical,Backend Developer
797,Software Development,SQL,68,71,76,8,2,46,Technical,Software Engineer
798,Web Development,HTML/CSS,92,81,100,6,4,45,Technical,Frontend Developer
799,Web Development,SQL,63,78,60,5,3,81,Analytical,Backend Developer
800,Web Development,Linux,98,67,79,3,5,94,Analytical,Frontend Developer
801,Cybersecurity,Networking,63,100,51,1,3,66,Analytical,Security Analyst
802,Data Science,HTML/CSS,70,65,50,7,5,48,Technical,Data Analyst
803,Data Science,Python,63,61,64,7,5,54,Creative,Data Scientist
804,Cloud Computing,Networking,60,60,53,10,3,65,Technical,Cloud Engineer
805,Software Development,Java,70,65,62,5,0,55,Creative,Software Engineer
806,Software Development,Python,70,72,50,3,0,74,Technical,Software Engineer
807,Cybersecurity,SQL,98,58,82,9,5,81,Technical,Security Analyst
808,Web Development,Java,99,60,69,2,4,87,Technical,Frontend Developer
809,Data Science,Networking,87,65,87,10,1,63,Analytical,Data Scientist
810,AI,HTML/CSS,60,92,52,2,3,92,Analytical,Software Engineer
811,Software Development,SQL,64,54,73,3,4,44,Technical,Software Engineer
812,Web Development,Networking,92,52,80,3,2,60,Analytical,Frontend Developer
813,Cloud Computing,Networking,72,96,83,4,4,100,Technical,Cloud Engineer
814,Software Development,Python,96,54,54,1,5,43,Creative,Software Engineer
815,Cybersecurity,Networking,68,85,59,5,2,56,Analytical,Ethical Hacker
816,Data Science,Linux,61,100,73,10,1,83,Creative,Data Scientist
817,AI,Python,84,100,84,0,0,86,Creative,Machine Learning Engineer
818,Cloud Computing,HTML/CSS,57,66,83,10,2,58,Analytical,Cloud Engineer
819,Cloud Computing,HTML/CSS,66,73,85,7,0,50,Creative,Cloud Engineer
820,Software Development,HTML/CSS,93,96,98,8,5,92,Creative,Software Engineer
821,Cybersecurity,SQL,78,85,94,4,1,61,Analytical,Security Analyst
822,Cybersecurity,SQL,64,75,88,2,5,66,Technical,Ethical Hacker
823,Cloud Computing,Java,82,91,87,7,5,40,Technical,Cloud Engineer
824,AI,Java,64,71,53,9,4,99,Technical,Software Engineer
825,Software Development,Networking,79,87,61,5,3,89,Analytical,Software Engineer
826,Web Development,Networking,71,83,96,10,1,46,Analytical,Frontend Developer
827,Cybersecurity,SQL,88,55,77,7,4,90,Creative,Security Analyst
828,Cybersecurity,HTML/CSS,88,50,88,9,3,93,Creative,Security Analyst
829,AI,Java,83,70,61,8,5,58,Creative,Software Engineer
830,Software Development,Linux,60,61,65,8,4,99,Technical,Software Engineer
831,Cloud Computing,SQL,56,98,50,0,2,51,Analytical,Cloud Engineer
832,Cybersecurity,SQL,66,99,57,3,3,99,Technical,Security Analyst
833,Cybersecurity,HTML/CSS,68,76,59,6,0,100,Technical,Security Analyst
834,Data Science,Networking,99,71,66,3,3,98,Creative,Data Analyst
835,Data Science,SQL,56,78,66,4,0,60,Creative,Data Analyst
836,Web Development,Linux,93,68,58,7,4,97,Analytical,Backend Developer
837,Data Science,Java,68,96,78,1,1,75,Creative,Data Scientist
838,Cybersecurity,Java,62,51,79,5,5,82,Creative,Security Analyst
839,Data Science,Networking,80,58,85,2,0,89,Technical,Data Analyst
840,Cybersecurity,Java,100,74,63,4,4,51,Creative,Security Analyst
841,Cybersecurity,Python,73,80,69,4,1,99,Creative,Security Analyst
842,Cloud Computing,SQL,58,55,71,8,1,42,Creative,Cloud Engineer
843,Cybersecurity,Java,65,58,76,0,0,73,Technical,Security Analyst
844,Web Development,Python,64,59,79,1,2,77,Technical,Frontend Developer
845,Data Science,Java,59,57,86,8,3,81,Creative,Data Analyst
846,Cybersecurity,Networking,51,87,51,10,5,57,Technical,Ethical Hacker
847,AI,SQL,86,56,76,1,4,88,Creative,Software Engineer
848,Cloud Computing,Networking,55,64,87,5,0,64,Analytical,Cloud Engineer
849,Data Science,Networking,51,100,60,5,4,67,Creative,Data Scientist
850,Web Development,Java,96,90,63,2,3,55,Technical,Backend Developer
851,Software Development,Linux,81,52,82,10,0,86,Technical,Software Engineer
852,Cloud Computing,SQL,80,82,62,3,2,74,Analytical,Cloud Engineer
853,Cybersecurity,Networking,72,84,67,9,4,79,Analytical,Security Analyst
854,Cloud Computing,Java,100,99,89,6,3,76,Creative,DevOps Engineer
855,Web Development,SQL,65,64,82,0,5,81,Technical,Backend Developer
856,AI,Networking,91,97,95,8,4,89,Creative,Software Engineer
857,Cloud Computing,SQL,71,91,95,7,5,51,Technical,Cloud Engineer
858,Web Development,Python,99,80,57,4,3,49,Analytical,Backend Developer
859,Cybersecurity,Linux,88,54,93,8,2,67,Analytical,Security Analyst
860,Cybersecurity,SQL,55,56,77,10,0,98,Creative,Ethical Hacker
861,Data Science,Python,82,98,91,4,1,55,Creative,Data Scientist
862,Cloud Computing,SQL,67,86,64,5,0,59,Technical,Cloud Engineer
863,Cloud Computing,SQL,81,72,67,10,2,40,Analytical,Cloud Engineer
864,Cloud Computing,Python,95,67,84,3,1,91,Analytical,DevOps Engineer
865,Cloud Computing,HTML/CSS,93,69,82,9,2,87,Technical,DevOps Engineer
866,Software Development,HTML/CSS,91,71,76,10,3,90,Analytical,Software Engineer
867,Data Science,Linux,94,96,76,0,5,56,Analytical,Data Analyst
868,Software Development,Linux,57,67,64,8,5,83,Analytical,Software Engineer
869,Data Science,SQL,80,84,54,3,3,84,Analytical,Data Scientist
870,Web Development,Linux,84,99,88,6,1,42,Creative,Backend Developer
871,Data Science,Networking,86,100,79,6,1,86,Creative,Data Scientist
872,Web Development,Linux,82,92,62,8,2,79,Creative,Frontend Developer
873,Software Development,Python,50,66,95,0,0,71,Technical,Software Engineer
874,Cloud Computing,Networking,74,96,81,8,0,77,Technical,Cloud Engineer
875,Software Development,HTML/CSS,53,55,64,6,3,90,Technical,Software Engineer
876,Software Development,Linux,100,80,76,5,4,52,Analytical,Software Engineer
877,Web Development,Java,93,67,84,4,3,81,Analytical,Frontend Developer
878,Data Science,Linux,99,92,81,4,1,55,Technical,Data Analyst
879,AI,Networking,75,93,84,0,4,89,Creative,Software Engineer
880,AI,Java,63,76,89,7,4,94,Creative,Software Engineer
881,Cloud Computing,HTML/CSS,65,69,57,8,0,50,Creative,DevOps Engineer
882,Cybersecurity,Linux,100,64,71,8,1,60,Analytical,Security Analyst
883,Software Development,SQL,51,76,99,6,2,68,Technical,Software Engineer
884,Software Development,SQL,75,78,73,6,0,70,Creative,Software Engineer
885,Web Development,SQL,67,55,71,10,4,51,Analytical,Backend Developer
886,Cybersecurity,Python,55,72,90,2,4,41,Analytical,Security Analyst
887,Cybersecurity,HTML/CSS,69,57,53,6,4,81,Creative,Security Analyst
888,Web Development,Linux,85,55,77,8,1,67,Creative,Backend Developer
889,Cybersecurity,Linux,100,66,93,0,1,67,Creative,Security Analyst
890,Software Development,Java,94,53,85,6,3,69,Analytical,Software Engineer
891,Cloud Computing,Networking,87,84,68,3,0,74,Technical,Cloud Engineer
892,Data Science,Networking,71,93,89,5,0,86,Creative,Data Scientist
893,Software Development,SQL,50,75,96,10,0,83,Creative,Software Engineer
894,AI,SQL,87,56,84,1,2,49,Technical,Software Engineer
895,Data Science,Linux,50,61,76,4,2,45,Analytical,Data Analyst
896,Software Development,HTML/CSS,67,96,100,7,1,68,Technical,Software Engineer
897,AI,Python,57,77,77,9,1,97,Analytical,Machine Learning Engineer
898,Data Science,Linux,83,62,83,8,4,62,Analytical,Data Scientist
899,Cloud Computing,Python,77,58,58,9,0,49,Creative,DevOps Engineer
900,AI,Java,70,63,57,3,5,80,Technical,Software Engineer
901,Cybersecurity,SQL,83,78,77,2,1,59,Technical,Security Analyst
902,Data Science,Linux,94,62,97,10,1,92,Analytical,Data Analyst
903,Cloud Computing,Python,62,68,88,5,2,77,Analytical,Cloud Engineer
904,Cybersecurity,SQL,100,57,88,5,0,86,Creative,Security Analyst
905,Software Development,Java,85,93,57,10,2,50,Creative,Software Engineer
906,Cloud Computing,SQL,85,58,65,1,4,49,Technical,Cloud Engineer
907,Data Science,Linux,88,64,68,9,4,45,Analytical,Data Analyst
908,AI,Java,84,95,75,8,0,47,Technical,Software Engineer
909,Web Development,Linux,52,65,94,2,1,50,Technical,Frontend Developer
910,Cloud Computing,Networking,84,52,87,10,1,58,Analytical,Cloud Engineer
911,Cloud Computing,Java,74,61,99,2,3,75,Analytical,DevOps Engineer
912,Cloud Computing,Java,54,71,67,8,0,64,Analytical,DevOps Engineer
913,Cybersecurity,Java,98,63,93,2,3,86,Creative,Security Analyst
914,AI,Java,93,85,84,7,2,46,Creative,Software Engineer
915,Cybersecurity,Java,83,64,68,1,4,58,Analytical,Security Analyst
916,Data Science,Java,63,57,56,2,1,87,Analytical,Data Scientist
917,Software Development,Python,57,58,98,6,2,77,Analytical,Software Engineer
918,Cybersecurity,HTML/CSS,100,81,59,7,3,90,Analytical,Security Analyst
919,Software Development,Linux,62,82,59,4,0,68,Creative,Software Engineer
920,Software Development,Networking,59,82,57,8,3,90,Creative,Software Engineer
921,Software Development,Networking,83,70,91,2,4,41,Analytical,Software Engineer
922,Data Science,Java,84,92,95,0,5,62,Analytical,Data Analyst
923,Cloud Computing,HTML/CSS,81,75,75,4,5,60,Creative,DevOps Engineer
924,Cloud Computing,Java,76,52,79,3,5,93,Analytical,Cloud Engineer
925,Cybersecurity,Linux,69,56,86,9,2,47,Creative,Ethical Hacker
926,Software Development,Networking,100,60,99,8,2,94,Creative,Software Engineer
927,Data Science,Networking,79,65,68,2,2,77,Creative,Data Analyst
928,AI,Python,92,76,83,3,3,64,Creative,Machine Learning Engineer
929,Cybersecurity,SQL,67,95,71,10,5,52,Creative,Ethical Hacker
930,Cybersecurity,SQL,89,99,92,6,0,90,Analytical,Security Analyst
931,Software Development,Linux,57,69,73,9,1,78,Analytical,Software Engineer
932,AI,Python,94,80,93,2,4,92,Analytical,Data Scientist
933,Web Development,SQL,90,83,56,9,4,73,Creative,Backend Developer
934,Software Development,Networking,62,62,64,3,1,91,Analytical,Software Engineer
935,Cybersecurity,Networking,68,97,63,1,5,60,Technical,Security Analyst
936,Web Development,Python,96,76,89,6,0,98,Creative,Frontend Developer
937,Web Development,SQL,81,81,76,3,5,74,Creative,Frontend Developer
938,Web Development,HTML/CSS,69,93,60,9,5,80,Technical,Frontend Developer
939,Cybersecurity,SQL,67,81,92,6,5,83,Creative,Security Analyst
940,Web Development,Python,62,83,91,7,4,99,Creative,Frontend Developer
941,Software Development,Networking,67,81,88,5,1,70,Creative,Software Engineer
942,Data Science,Python,84,96,85,9,2,88,Technical,Data Analyst
943,Data Science,SQL,55,60,87,9,1,43,Analytical,Data Analyst
944,Data Science,Python,78,100,60,3,2,93,Analytical,Data Scientist
945,Data Science,Python,60,92,81,1,0,96,Creative,Data Scientist
946,AI,Linux,60,66,75,9,0,87,Technical,Software Engineer
947,AI,Linux,82,91,84,10,2,59,Analytical,Software Engineer
948,Data Science,Linux,100,89,68,0,4,55,Technical,Data Scientist
949,Cloud Computing,Linux,66,95,53,6,3,41,Creative,Cloud Engineer
950,Cybersecurity,SQL,80,85,64,7,2,41,Creative,Security Analyst
951,Web Development,Java,57,64,61,2,5,69,Analytical,Frontend Developer
952,Data Science,Java,81,85,54,4,5,68,Analytical,Data Scientist
953,Cloud Computing,Java,59,71,82,10,3,50,Creative,Cloud Engineer
954,AI,Java,73,87,95,0,0,88,Creative,Software Engineer
955,Software Development,Java,87,55,96,9,1,86,Technical,Software Engineer
956,Web Development,Python,70,93,83,3,2,76,Analytical,Backend Developer
957,Software Development,SQL,72,61,65,6,2,82,Technical,Software Engineer
958,Data Science,Java,51,62,64,0,2,86,Technical,Data Analyst
959,Cybersecurity,SQL,78,84,74,2,0,92,Analytical,Ethical Hacker
960,AI,Python,77,100,64,8,3,45,Creative,Machine Learning Engineer
961,Software Development,Linux,59,63,70,6,1,75,Analytical,Software Engineer
962,Cloud Computing,Python,70,85,73,5,4,70,Analytical,Cloud Engineer
963,Cybersecurity,HTML/CSS,63,87,50,3,3,61,Analytical,Security Analyst
964,Data Science,Python,53,84,76,2,0,95,Technical,Data Scientist
965,Web Development,HTML/CSS,89,97,97,2,2,59,Analytical,Frontend Developer
966,Data Science,SQL,60,60,85,10,5,76,Creative,Data Scientist
967,Cybersecurity,Networking,72,85,93,8,3,93,Analytical,Security Analyst
968,Web Development,SQL,52,90,50,9,1,48,Technical,Backend Developer
969,Software Development,Linux,67,58,98,0,3,45,Technical,Software Engineer
970,Software Development,SQL,100,96,65,5,4,88,Creative,Software Engineer
971,Cybersecurity,SQL,99,76,55,9,2,40,Creative,Ethical Hacker
972,Software Development,Linux,61,55,59,4,5,81,Analytical,Software Engineer
973,Web Development,HTML/CSS,50,62,72,3,5,55,Analytical,Frontend Developer
974,Cybersecurity,Networking,100,69,64,0,4,94,Creative,Security Analyst
975,Cybersecurity,SQL,100,62,67,7,2,60,Analytical,Security Analyst
976,Data Science,SQL,93,100,66,10,5,58,Analytical,Data Scientist
977,Data Science,HTML/CSS,76,85,93,7,2,74,Analytical,Data Analyst
978,Data Science,Python,95,100,98,5,0,77,Analytical,Data Scientist
979,Cybersecurity,HTML/CSS,82,87,51,3,5,93,Creative,Security Analyst
980,Cybersecurity,Linux,79,63,99,10,5,76,Creative,Security Analyst
981,Data Science,Networking,91,63,78,0,2,64,Analytical,Data Scientist
982,Web Development,Python,62,95,67,1,1,99,Technical,Frontend Developer
983,AI,Linux,73,83,94,9,1,77,Analytical,Software Engineer
984,AI,HTML/CSS,97,69,82,2,3,96,Technical,Software Engineer
985,Data Science,SQL,62,84,73,10,4,73,Technical,Data Scientist
986,Data Science,Java,67,63,96,8,5,53,Technical,Data Scientist
987,Data Science,Networking,84,93,57,2,5,92,Creative,Data Scientist
988,Data Science,Python,50,67,61,2,5,53,Creative,Data Scientist
989,Data Science,Networking,81,89,58,4,0,97,Analytical,Data Analyst
990,Data Science,Linux,100,96,56,9,5,51,Analytical,Data Analyst
991,AI,Java,88,82,96,0,4,45,Analytical,Software Engineer
992,Cybersecurity,Java,96,77,73,10,5,51,Technical,Security Analyst
993,Data Science,Linux,96,56,89,4,5,93,Technical,Data Scientist
994,Cloud Computing,Java,94,88,78,2,5,91,Technical,Cloud Engineer
995,Cloud Computing,Networking,71,54,53,3,1,93,Technical,Cloud Engineer
996,Data Science,SQL,93,80,89,5,3,42,Analytical,Data Scientist
997,Cloud Computing,Networking,71,83,62,9,5,52,Analytical,DevOps Engineer
998,Cybersecurity,Python,100,68,68,0,0,95,Analytical,Security Analyst
999,Software Development,Networking,68,94,84,0,4,81,Creative,Software Engineer
1000,AI,SQL,96,95,50,4,2,99,Creative,Software Engineer
1001,Cloud Computing,Networking,77,67,64,6,1,99,Analytical,Cloud Engineer
1002,Data Science,Python,96,99,79,2,4,91,Creative,Data Scientist
1003,Data Science,Java,51,51,94,3,5,66,Creative,Data Analyst
1004,Cloud Computing,HTML/CSS,97,97,83,0,3,80,Technical,Cloud Engineer
1005,AI,Java,56,82,76,2,4,56,Analytical,Software Engineer
1006,AI,Networking,72,86,56,6,0,96,Technical,Software Engineer
1007,AI,HTML/CSS,52,72,79,8,5,90,Technical,Software Engineer
1008,Data Science,SQL,72,83,86,4,3,93,Creative,Data Scientist
1009,AI,Networking,57,83,67,3,1,46,Creative,Software Engineer
1010,Cloud Computing,HTML/CSS,86,88,66,9,5,90,Analytical,DevOps Engineer
